73.0,74.49328648,1.197514569,0
72.25,74.51078913,1.197062042,0
73.0,74.52888711,1.191447585,0
73.0,74.52257663,1.225580851,0
71.75,74.51197979,1.216400844,0
73.25,74.51900466,1.185430359,0
72.0,74.51709961,1.197813184,0
72.75,74.51519456,1.146986599,0
71.25,74.53043496,1.170115162,0
72.75,74.55079518,1.188017704,0
73.5,74.55008079,1.20493548,0
72.5,74.55960604,1.226720607,0
73.0,74.56377333,1.217184341,0
73.0,74.58270477,1.216671997,0
73.0,74.59794517,1.186259279,0
72.5,74.60056461,1.186993007,0
72.5,74.60866107,1.181923257,0
73.0,74.60866107,1.186317673,0
72.25,74.6127093,1.200338125,0
73.0,74.61985324,1.164207096,0
73.75,74.62021044,1.180184329,0
72.75,74.64616674,1.173510896,0
73.75,74.65819237,1.169389893,0
72.5,74.65747798,1.180021913,0
72.75,74.65450134,1.193434857,0
71.75,74.677481,1.200513875,0
72.5,74.67962418,1.204079054,0
72.75,74.68200549,1.21304701,0
73.25,74.69105448,1.205161819,0
73.0,74.69176887,1.176570557,0
73.0,74.69903188,1.2188883,0
72.75,74.70438983,1.232723245,0
71.75,74.69367392,1.202132534,0
72.5,74.72332126,1.188441824,0
72.5,74.72308313,1.163941189,0
72.2022022,74.73725194,1.161365836,0
72.0,74.74177644,1.168389868,0
72.25,74.76213666,1.187342794,0
72.75,74.7651133,1.199683587,0
72.75,74.77987743,1.196225113,0
71.75,74.76785181,1.209355292,0
73.5,74.76975686,1.190930782,0
73.25,74.79571316,1.169463016,0
73.0,74.81607338,1.195388467,0
73.5,74.79618942,1.176017134,0
73.25,74.80904851,1.168643369,0
72.75,74.80964384,1.199900848,0
73.25,74.81797843,1.186886337,0
73.25,74.82357452,1.167276374,0
72.75,74.82488424,1.180830797,0
72.0,74.82405078,1.213277534,0
72.0,74.85274559,1.182715381,0
71.7982018,74.87917816,1.179878076,0
72.0,74.86572375,1.196510333,0
72.5,74.87977349,1.202388004,0
72.5,74.87786844,1.205903097,0
73.5,74.88155947,1.206335995,0
72.75,74.875249,1.228347098,0
73.25,74.8932279,1.218165919,0
72.75,74.90287222,1.200187948,0
72.75,74.91454065,1.202553731,0
72.25,74.92251805,1.204058718,0
72.5,74.92573282,1.204209548,0
72.75,74.93692499,1.214979348,0
72.5,74.9316861,1.204527396,0
73.0,74.9510938,1.169411721,0
71.75,74.94942688,1.182000452,0
72.25,74.95561829,1.168398592,0
72.5,74.96204783,1.180656301,0
73.25,74.97157308,1.193298225,0
73.0,74.9888376,1.186671495,0
72.0,75.01193633,1.206128421,0
72.75,75.00943595,1.202821846,0
72.25,75.00395893,1.193213375,0
72.0,75.03551132,1.212710946,0
72.0,75.03753544,1.162043103,0
72.25,75.05730033,1.167631891,0
71.75,75.05968164,1.172229829,0
72.75,75.10194994,1.177401083,0
73.25,75.10945107,1.190385545,0
72.5,75.1173094,1.183530684,0
72.25,75.08849552,1.180326418,0
72.75,75.09706825,1.206326105,0
